0	4.996	-1	-7.1828	1.21686	3827.95
1	4.844	-1	-4.75983	1.55295	3817.94
2	9.354	-1	-11.9164	1.07553	3825.62
3	4.234	-1	-4.54164	1.27755	3832.82
4	5.4	-1	-19.0217	1.11888	3825.05
5	1.63	-1	-1.62684	1.96308	3913.34
6	5.253	-1	-3.20918	1.58029	3819.14
7	7.416	-1	-7.28457	1.22462	3830.42
8	1.067	-1	-0.463725	1.66676	2388.89
9	0.252	-1	-3.0001	2.88728	632.501
10	3.581	-1	-2.70635	1.52006	3845.41
11	0.897	-1	-0.372366	1.09974	2341.07
12	7.5	-1	-11.0944	1.34417	3819.26
13	9.849	-1	-11.5289	1.05252	3825.35
14	4.065	-1	-4.35323	1.35816	3836.89
15	8.221	-1	-6.47849	1.16258	3826.97
16	6.721	-1	-9.35964	1.22824	3825.95
17	2.209	-1	-1.55403	1.39472	3821.83
18	4.784	-1	-8.39758	1.41118	3828.11
19	3.253	-1	-1.98819	1.32401	3849.97
20	8.113	-1	-8.03169	1.1218	3827.33
21	3.421	-1	-2.34649	1.43625	3848.38
22	6.933	-1	-11.3989	1.11817	3826.65
23	6.478	-1	-4.59993	1.26713	3833.22
24	7.786	-1	-9.54904	1.29058	3811.7
25	6.434	-1	-11.1305	1.33045	3818.81
26	5.173	-1	-4.80686	1.20333	3820.79
27	1.64	-1	-0.607459	2.05249	3471.66
28	8.659	-1	-13.7647	1.14899	3825.91
29	8.788	-1	-9.44878	1.12098	3826.58
30	5.919	-1	-8.24608	1.29311	3815.15
31	3.684	-1	-10.7233	1.1456	3825.77
32	9.123	-1	-8.03208	1.1157	3828.25
33	4.036	-1	-3.71956	1.57813	3830.93
34	5.119	-1	-6.07233	1.33089	3826.8
35	5.447	-1	-5.80938	1.42417	3830.78
36	3.318	-1	-3.47281	1.31389	3816.62
37	4.168	-1	-2.15448	1.4823	3834.17
38	2.427	-1	-0.893207	1.59498	3874.6
39	5.611	-1	-3.23041	1.3474	3837.04
40	6.341	-1	-12.0878	1.1524	3827.16
41	3.575	-1	-2.86292	1.51186	3844.31
42	7.204	-1	-12.1737	1.30859	3818.98
43	8.73	-1	-7.89136	1.27231	3825.9
44	9.959	-1	-10.9683	1.06785	3826.43
45	9.307	-1	-12.659	1.08366	3825.76
46	5.975	-1	-5.06034	1.39405	3828.29
47	7.502	-1	-11.4474	1.14903	3825.35
48	2.529	-1	-3.00563	1.496	3822.19
49	1.592	-1	-0.946442	1.84338	3442.08
50	6.102	-1	-5.02193	1.24368	3832.21
51	1.35	-1	-0.578961	1.63763	3101.45
52	1.836	-1	-0.671757	1.51332	3914.99
53	4.226	-1	-4.84135	1.43549	3816.42
54	9.395	-1	-11.1194	1.28322	3818.6
55	7.625	-1	-5.6887	1.40497	3815.86
56	2.591	-1	-2.34187	1.57267	3856.98
57	4.437	-1	-3.43272	1.27536	3832.65
58	1.594	-1	-1.59171	1.85054	3405.94
59	2.225	-1	-0.719019	1.82779	3911.91
60	2.949	-1	-2.41353	1.48115	3865.25
61	6.212	-1	-4.82214	1.33879	3831.66
62	3.21	-1	-2.44019	1.82975	3855.46
63	1.771	-1	-1.73538	1.50848	3870.94
64	8.725	-1	-7.666	1.05875	3827.66
65	7.894	-1	-9.68795	1.08953	3828.26
66	9.426	-1	-8.38902	1.12661	3819.67
67	0.246	-1	-3.01327	2.89384	633.07
68	7.796	-1	-7.67009	1.13048	3827.95
69	2.413	-1	-2.97318	1.61226	3850.28
70	4.11	-1	-4.47802	1.49679	3832.51
71	5.941	-1	-5.56762	1.23639	3831.07
72	2.703	-1	-3.75835	1.53383	3834.31
73	1.016	-1	-0.37172	1.67616	2373.01
74	1.564	-1	-0.9646	1.78526	3431.59
75	7.054	-1	-6.41931	1.32957	3827.62
76	2.602	-1	-3.06522	1.38981	3855.99
77	6.768	-1	-14.3795	1.19954	3818.27
78	9.883	-1	-11.4128	1.04868	3826.5
79	9.599	-1	-10.4341	1.13198	3825.14
80	5.789	-1	-7.87816	1.10139	3826.82
81	8.513	-1	-10.6947	1.12143	3825.31
82	0.859	-1	-0.402344	2.06553	2122.63
83	6.993	-1	-7.18084	1.32936	3812.34
84	1.814	-1	-1.18677	2.01811	3908.45
85	6.098	-1	-9.93559	1.20952	3812.19
86	8.35	-1	-7.07604	1.07443	3827.42
87	3.606	-1	-2.79302	1.41634	3839.04
88	1.43	-1	-1.10197	1.58015	3071.68
89	9.005	-1	-5.51745	1.00657	3827.87
90	5.59	-1	-3.94196	1.40113	3814.24
91	7.561	-1	-7.37513	1.43523	3829.25
92	4.452	-1	-2.74575	1.39958	3834.75
93	7.597	-1	-6.69134	1.09099	3828.95
94	8.333	-1	-9.50101	1.2747	3818.58
95	9.414	-1	-8.06396	1.16247	3827.11
96	6.059	-1	-6.88506	1.34722	3830.86
97	5.191	-1	-3.99777	1.40572	3837.02
98	7.209	-1	-4.39842	1.29118	3820.3
99	3.496	-1	-2.94538	1.41601	3838.09
100	1.048	-1	-1.21935	1.43842	2348.49
101	6.942	-1	-6.10146	1.0802	3829.04
102	3.712	-1	-3.98708	1.29401	3829.85
103	9.018	-1	-8.10745	1.16346	3828.39
104	8.608	-1	-8.15254	1.09993	3827.02
105	5.436	-1	-3.08584	1.36287	3841.99
106	8.033	-1	-11.7926	1.05162	3825.23
107	7.884	-1	-7.09373	1.20748	3827.75
108	4.851	-1	-3.58691	1.49147	3835.82
109	1.971	-1	-1.99423	1.80837	3922.76
110	2.111	-1	-2.73166	1.41418	3863.58
111	1.842	-1	-1.11123	1.88618	3932.35
112	8.431	-1	-12.9649	1.11102	3824.91
113	4.262	-1	-6.7203	1.25806	3829.33
114	1.637	-1	-0.749702	1.99044	3417.12
115	4.931	-1	-4.33722	1.20939	3829.29
116	5.988	-1	-4.90844	1.21427	3828.14
117	8.817	-1	-9.87424	1.15036	3827.43
118	7.333	-1	-3.23879	1.28495	3820.22
119	2.737	-1	-3.49699	1.32244	3851.42
120	1.629	-1	-1.70381	1.54182	3898.65
121	4.828	-1	-5.13584	1.42527	3831.36
122	6.378	-1	-6.95599	1.12976	3827.52
123	9.232	-1	-8.51419	1.37663	3826.03
124	9.22	-1	-14.8018	1.16645	3825.29
125	6.544	-1	-5.26223	1.22265	3828.91
126	7.808	-1	-8.10823	1.29876	3828.11
127	1.339	-1	-0.47788	1.1191	3043.6
128	9.761	-1	-13.7643	1.15441	3825.35
129	8.546	-1	-12.5191	1.03509	3826.32
130	1.588	-1	-0.899174	1.77661	3432.92
131	3.824	-1	-2.40348	1.484	3833.63
132	7.662	-1	-9.62621	1.16751	3819.44
133	0.467	-1	-0.400544	1.50095	1367.04
134	2.987	-1	-1.70481	1.83384	3843.85
135	3.523	-1	-4.14387	1.33956	3844.17
136	4.897	-1	-3.62424	1.39852	3826.72
137	1.389	-1	-0.402763	1.72896	3146.02
138	7.789	-1	-6.14767	1.26668	3812.05
139	9.511	-1	-9.27943	1.21429	3826.36
140	9.547	-1	-10.4899	1.20157	3826.08
141	6.653	-1	-6.77244	1.2272	3811.96
142	8.978	-1	-7.49435	1.21741	3828.12
143	1.328	-1	-1.04029	0.974472	3080.87
144	9.068	-1	-13.1886	1.12019	3826.99
145	5.298	-1	-5.44485	1.21991	3828.04
146	7.057	-1	-6.40213	1.29438	3828.87
147	4.217	-1	-4.62319	1.44251	3826.94
148	4.805	-1	-2.5763	1.55759	3819.95
149	5.305	-1	-3.37155	1.49047	3820.21
150	6.893	-1	-9.60856	1.25755	3818.85
151	6.576	-1	-4.64581	1.35191	3820.71
152	1.303	-1	-0.294295	1.96488	2785.45
153	1.124	-1	-1.39595	1.78134	2760.08
154	1.124	-1	-0.371894	1.79764	2783.03
155	2.792	-1	-1.82623	1.66597	3878.04
156	8.218	-1	-10.1358	1.16977	3826.28
157	1.429	-1	-0.945289	1.39808	3117.29
158	9.133	-1	-12.6859	1.26319	3818.74
159	4.736	-1	-4.38696	1.3752	3836.35
161	6.264	-1	-5.82557	1.22711	3830.34
162	5.733	-1	-14.1904	1.12546	3826.31
163	2.191	-1	-2.43725	1.86491	3872.75
164	3.446	-1	-3.24702	1.46421	3836.39
165	2.669	-1	-1.6999	1.44564	3867.02
166	1.534	-1	-0.634461	1.5697	3400.2
167	8.644	-1	-7.11958	1.28117	3828.51
168	1.397	-1	-0.786557	1.61924	3092.36
169	1.812	-1	-1.80868	1.94261	3923.08
170	1.272	-1	-0.472099	1.57269	2759.35
171	8.069	-1	-6.87429	1.05697	3827.15
172	9.312	-1	-6.54407	1.37954	3819.36
173	5.706	-1	-5.4905	1.28251	3829.22
174	3.58	-1	-3.62652	1.41936	3831.07
175	6.008	-1	-3.70631	1.29242	3821
176	9.823	-1	-8.85942	1.30168	3825.95
177	4.755	-1	-3.97091	1.38207	3833.88
178	7.657	-1	-8.19449	1.23786	3826.2
179	1.1	-1	-0.862317	1.90215	2733.9
180	4.197	-1	-2.31285	1.59341	3845.62
181	7.917	-1	-7.78267	1.18589	3828.64
182	0.768	-1	-0.433251	2.04322	1950.2
183	2.119	-1	-1.77809	1.44812	3863.44
184	4.397	-1	-7.29084	1.2888	3827.79
185	4.948	-1	-4.56074	1.44721	3816.73
186	0.324	-1	-0.293703	1.63256	1168.68
187	7.194	-1	-6.65251	1.1624	3827.88
188	6.259	-1	-5.26414	1.46203	3832.06
189	8.951	-1	-11.9087	1.04107	3826.01
190	2.447	-1	-3.57808	1.38833	3849.22
191	9.13	-1	-12.7812	0.985301	3825.26
192	7.776	-1	-13.0086	1.08665	3825.82
193	0.761	-1	-0.343297	1.94201	2099.11
194	4.536	-1	-8.89185	1.21136	3829.96
195	7.405	-1	-5.9259	1.29663	3830.27
196	7.276	-1	-5.91291	1.21091	3820.32
197	5.752	-1	-6.77581	1.39977	3814.77
198	9.587	-1	-15.3627	1.13188	3818.76
199	4.089	-1	-3.41121	1.29841	3844.32
